locality_name;district_name;province_name
La Esperanza;Rivadavia;Provincia de Mendoza
La Florida;Rivadavia;Provincia de Mendoza
La Libertad ;Rivadavia;Provincia de Mendoza
Los Árboles;Rivadavia;Provincia de Mendoza
Los Campamentos ;Rivadavia;Provincia de Mendoza
Medrano;Rivadavia;Provincia de Mendoza
Mundo Nuevo;Rivadavia;Provincia de Mendoza
Reducción de Abajo;Rivadavia;Provincia de Mendoza
Rivadavia;Rivadavia;Provincia de Mendoza
Santa María de Oro;Rivadavia;Provincia de Mendoza
Barrio El Cepillo;San Carlos;Provincia de Mendoza
Chilecito;San Carlos;Provincia de Mendoza
Eugenio Bustos;San Carlos;Provincia de Mendoza
La Consulta ;San Carlos;Provincia de Mendoza
Pareditas;San Carlos;Provincia de Mendoza
San Carlos ;San Carlos;Provincia de Mendoza
Alto Salvador;San Martín;Provincia de Mendoza
Alto Verde;San Martín;Provincia de Mendoza
Barrio Chivilcoy;San Martín;Provincia de Mendoza
Barrio Emanuel;San Martín;Provincia de Mendoza
Barrio Los Charabones;San Martín;Provincia de Mendoza
Chapanay;San Martín;Provincia de Mendoza
Chivilcoy;San Martín;Provincia de Mendoza
Montecaseros;San Martín;Provincia de Mendoza
Nueva California (Est. Moluches);San Martín;Provincia de Mendoza
San Martín;San Martín;Provincia de Mendoza
Tres Porteñas;San Martín;Provincia de Mendoza
Barrio Campos El Toledano;San Rafael;Provincia de Mendoza
Barrio El Nevado;San Rafael;Provincia de Mendoza
Barrio Empleados de Comercio;San Rafael;Provincia de Mendoza
Barrio Intendencia;San Rafael;Provincia de Mendoza
Capitán Montoya;San Rafael;Provincia de Mendoza
Cuadro Benegas;San Rafael;Provincia de Mendoza
El Nihuil;San Rafael;Provincia de Mendoza
El Sosneado;San Rafael;Provincia de Mendoza
El Tropezón;San Rafael;Provincia de Mendoza
Goudge;San Rafael;Provincia de Mendoza
Jaime Prats;San Rafael;Provincia de Mendoza
La Llave Nueva;San Rafael;Provincia de Mendoza
Las Malvinas;San Rafael;Provincia de Mendoza
Los Reyunos;San Rafael;Provincia de Mendoza
Monte Comán;San Rafael;Provincia de Mendoza
Pobre Diablo;San Rafael;Provincia de Mendoza
Punta del Agua;San Rafael;Provincia de Mendoza
Rama Caída;San Rafael;Provincia de Mendoza
Real del Padre;San Rafael;Provincia de Mendoza
Salto de las Rosas;San Rafael;Provincia de Mendoza
San Rafael ;San Rafael;Provincia de Mendoza
"25 de Mayo";San Rafael;Provincia de Mendoza
Villa Atuel;San Rafael;Provincia de Mendoza
Villa Atuel Norte;San Rafael;Provincia de Mendoza
Barrio 12 de Octubre;Santa Rosa;Provincia de Mendoza
Barrio María Auxiliadora;Santa Rosa;Provincia de Mendoza
Barrio Molina Cabrera;Santa Rosa;Provincia de Mendoza
La Dormida;Santa Rosa;Provincia de Mendoza
Las Catitas (Est. J. N. Lencinas);Santa Rosa;Provincia de Mendoza
Santa Rosa ;Santa Rosa;Provincia de Mendoza
Barrio San Cayetano;Tunuyán;Provincia de Mendoza
Campo Los Andes ;Tunuyán;Provincia de Mendoza
Colonia Las Rosas;Tunuyán;Provincia de Mendoza
El Manzano;Tunuyán;Provincia de Mendoza
Los Sauces;Tunuyán;Provincia de Mendoza
Tunuyán ;Tunuyán;Provincia de Mendoza
Vista Flores;Tunuyán;Provincia de Mendoza
Barrio Belgrano Norte;Tupungato;Provincia de Mendoza
Cordón del Plata;Tupungato;Provincia de Mendoza
El Peral;Tupungato;Provincia de Mendoza
La Arboleda;Tupungato;Provincia de Mendoza
San José ;Tupungato;Provincia de Mendoza
Tupungato;Tupungato;Provincia de Mendoza
Apóstoles;Apóstoles;Provincia de Misiones
Azara;Apóstoles;Provincia de Misiones
Estación Apóstoles;Apóstoles;Provincia de Misiones
Pindapoy;Apóstoles;Provincia de Misiones
Rincón de Azara;Apóstoles;Provincia de Misiones
San José;Apóstoles;Provincia de Misiones
Tres Capones;Apóstoles;Provincia de Misiones
Aristóbulo del Valle;Cainguás;Provincia de Misiones
Campo Grande;Cainguás;Provincia de Misiones
Dos de Mayo Núcleo I;Cainguás;Provincia de Misiones
Dos de Mayo Núcleo II;Cainguás;Provincia de Misiones
Dos de Mayo Nucleo III;Cainguás;Provincia de Misiones
"1º de Mayo";Cainguás;Provincia de Misiones
Pueblo Illia;Cainguás;Provincia de Misiones
Salto Encantado;Cainguás;Provincia de Misiones
Bonpland;Candelaria;Provincia de Misiones
Candelaria;Candelaria;Provincia de Misiones
Cerro Corá;Candelaria;Provincia de Misiones
Loreto;Candelaria;Provincia de Misiones
Mártires;Candelaria;Provincia de Misiones
Profundidad;Candelaria;Provincia de Misiones
Puerto Santa Ana;Candelaria;Provincia de Misiones
Santa Ana;Candelaria;Provincia de Misiones
Garupá;Capital;Provincia de Misiones
Nemesio Parma;Capital;Provincia de Misiones
Posadas (Municipio de Posadas);Capital;Provincia de Misiones
Posadas (Municipio de Garupá );Capital;Provincia de Misiones
Barra Concepción;Concepción;Provincia de Misiones
Concepción de la Sierra;Concepción;Provincia de Misiones
La Corita;Concepción;Provincia de Misiones
Santa María;Concepción;Provincia de Misiones
Colonia Victoria;Eldorado;Provincia de Misiones
Eldorado;Eldorado;Provincia de Misiones
María Magdalena;Eldorado;Provincia de Misiones
"9 de Julio";Eldorado;Provincia de Misiones
"9 de Julio Kilómetro 20 ";Eldorado;Provincia de Misiones
Puerto Mado;Eldorado;Provincia de Misiones
Puerto Pinares;Eldorado;Provincia de Misiones
Santiago de Liniers;Eldorado;Provincia de Misiones
Valle Hermoso;Eldorado;Provincia de Misiones
Villa Roulet;Eldorado;Provincia de Misiones
Almirante Brown ;General Manuel Belgrano;Provincia de Misiones
Bernardo de Irigoyen;General Manuel Belgrano;Provincia de Misiones
Dos Hermanas;General Manuel Belgrano;Provincia de Misiones
Integración;General Manuel Belgrano;Provincia de Misiones
San Antonio;General Manuel Belgrano;Provincia de Misiones
El Soberbio;Guaraní;Provincia de Misiones
Fracrán;Guaraní;Provincia de Misiones
San Vicente;Guaraní;Provincia de Misiones
Esperanza ;Iguazú;Provincia de Misiones
Libertad ;Iguazú;Provincia de Misiones
Puerto Iguazú;Iguazú;Provincia de Misiones
Wanda;Iguazú;Provincia de Misiones
Almafuerte;Leandro N. Alem;Provincia de Misiones
Arroyo del Medio;Leandro N. Alem;Provincia de Misiones
Caá - Yarí;Leandro N. Alem;Provincia de Misiones
Cerro Azul;Leandro N. Alem;Provincia de Misiones
Dos Arroyos;Leandro N. Alem;Provincia de Misiones
Gobernador López;Leandro N. Alem;Provincia de Misiones
Leandro N. Alem;Leandro N. Alem;Provincia de Misiones
Olegario V. Andrade;Leandro N. Alem;Provincia de Misiones
Villa Libertad  (Municipio Leandro N. Alem);Leandro N. Alem;Provincia de Misiones
Villa Libertad (Municipio Caá - Yarí);Leandro N. Alem;Provincia de Misiones
Capioví;Libertador General San Martín;Provincia de Misiones
El Alcázar;Libertador General San Martín;Provincia de Misiones
Garuhapé;Libertador General San Martín;Provincia de Misiones
Mbopicuá;Libertador General San Martín;Provincia de Misiones
Puerto Leoni;Libertador General San Martín;Provincia de Misiones
Puerto Rico;Libertador General San Martín;Provincia de Misiones
Ruiz de Montoya;Libertador General San Martín;Provincia de Misiones
San Alberto;Libertador General San Martín;Provincia de Misiones
San Gotardo;Libertador General San Martín;Provincia de Misiones
San Miguel;Libertador General San Martín;Provincia de Misiones
Villa Akerman;Libertador General San Martín;Provincia de Misiones
Caraguatay;Montecarlo;Provincia de Misiones
Laharrague;Montecarlo;Provincia de Misiones
Montecarlo;Montecarlo;Provincia de Misiones
Piray Kilómetro 18 ;Montecarlo;Provincia de Misiones
Puerto Piray;Montecarlo;Provincia de Misiones
Tarumá;Montecarlo;Provincia de Misiones
Villa Parodi;Montecarlo;Provincia de Misiones
Alberdi;Oberá;Provincia de Misiones
Campo Ramón;Oberá;Provincia de Misiones
Campo Viera;Oberá;Provincia de Misiones
El Salto;Oberá;Provincia de Misiones
General Alvear;Oberá;Provincia de Misiones
Guaraní;Oberá;Provincia de Misiones
Los Helechos;Oberá;Provincia de Misiones
Oberá;Oberá;Provincia de Misiones
Panambí;Oberá;Provincia de Misiones
Panambí Kilómetro 8 ;Oberá;Provincia de Misiones
San Martín;Oberá;Provincia de Misiones
Villa Bonita;Oberá;Provincia de Misiones
Colonia Polana;San Ignacio;Provincia de Misiones
Corpus;San Ignacio;Provincia de Misiones
Domingo Savio;San Ignacio;Provincia de Misiones
General Urquiza;San Ignacio;Provincia de Misiones
Gobernador Roca;San Ignacio;Provincia de Misiones
Helvecia;San Ignacio;Provincia de Misiones
Hipólito Yrigoyen;San Ignacio;Provincia de Misiones
Jardín América;San Ignacio;Provincia de Misiones
Oasis;San Ignacio;Provincia de Misiones
Roca Chica;San Ignacio;Provincia de Misiones
San Ignacio;San Ignacio;Provincia de Misiones
Santo Pipó;San Ignacio;Provincia de Misiones
Florentino Ameghino;San Javier;Provincia de Misiones
Itacaruaré;San Javier;Provincia de Misiones
Mojón Grande;San Javier;Provincia de Misiones
San Javier;San Javier;Provincia de Misiones
Cruce Caballero;San Pedro;Provincia de Misiones
Paraíso;San Pedro;Provincia de Misiones
Piñalito Sur;San Pedro;Provincia de Misiones
San Pedro;San Pedro;Provincia de Misiones
Tobuna;San Pedro;Provincia de Misiones
Alba Posse;"25 de Mayo";Provincia de Misiones
Colonia Alicia;"25 de Mayo";Provincia de Misiones
Colonia Aurora;"25 de Mayo";Provincia de Misiones
San Francisco de Asís;"25 de Mayo";Provincia de Misiones
Santa Rita;"25 de Mayo";Provincia de Misiones
"25 de Mayo";"25 de Mayo";Provincia de Misiones
Aluminé;Aluminé;Provincia del Neuquén
Villa Pehuenia;Aluminé;Provincia del Neuquén
Añelo;Añelo;Provincia del Neuquén
San Patricio del Chañar;Añelo;Provincia del Neuquén
Las Coloradas;Catán Lil;Provincia del Neuquén
Piedra del Águila;Collón Curá;Provincia del Neuquén
Santo Tomás;Collón Curá;Provincia del Neuquén
Arroyito;Confluencia;Provincia del Neuquén
Barrio Ruca Luhé;Confluencia;Provincia del Neuquén
Centenario ;Confluencia;Provincia del Neuquén
Cutral Có;Confluencia;Provincia del Neuquén
El Chocón  ;Confluencia;Provincia del Neuquén
Mari Menuco;Confluencia;Provincia del Neuquén
Neuquén;Confluencia;Provincia del Neuquén
"11 de Octubre ";Confluencia;Provincia del Neuquén
Plaza Huincul;Confluencia;Provincia del Neuquén
Plottier;Confluencia;Provincia del Neuquén
Senillosa;Confluencia;Provincia del Neuquén
Villa El Chocón ;Confluencia;Provincia del Neuquén
Vista Alegre Norte;Confluencia;Provincia del Neuquén
Vista Alegre Sur ;Confluencia;Provincia del Neuquén
Chos Malal;Chos Malal;Provincia del Neuquén
Tricao Malal;Chos Malal;Provincia del Neuquén
Villa del Curi Leuvú;Chos Malal;Provincia del Neuquén
Junín de los Andes ;Huiliches;Provincia del Neuquén
San Martín de los Andes ;Lácar;Provincia del Neuquén
Chorriaca;Loncopué;Provincia del Neuquén
Loncopué;Loncopué;Provincia del Neuquén
Villa La Angostura;Los Lagos;Provincia del Neuquén
Villa Traful;Los Lagos;Provincia del Neuquén
Andacollo;Minas;Provincia del Neuquén
Huinganco;Minas;Provincia del Neuquén
Las Ovejas;Minas;Provincia del Neuquén
Los Miches;Minas;Provincia del Neuquén
Manzano Amargo;Minas;Provincia del Neuquén
Varvarco;Minas;Provincia del Neuquén
Caviahue;Ñorquín;Provincia del Neuquén
Copahue;Ñorquín;Provincia del Neuquén
El Cholar;Ñorquín;Provincia del Neuquén
El Huecú;Ñorquín;Provincia del Neuquén
Taquimilán;Ñorquín;Provincia del Neuquén
Barrancas;Pehuenches;Provincia del Neuquén
Buta Ranquil;Pehuenches;Provincia del Neuquén
Octavio Pico;Pehuenches;Provincia del Neuquén
Rincón de los Sauces;Pehuenches;Provincia del Neuquén
Paso Aguerre;Picún Leufú;Provincia del Neuquén
Picún Leufú;Picún Leufú;Provincia del Neuquén
Bajada del Agrio;Picunches;Provincia del Neuquén
La Buitrera;Picunches;Provincia del Neuquén
Las Lajas ;Picunches;Provincia del Neuquén
Los Catutos ;Zapala;Provincia del Neuquén
Mariano Moreno ;Zapala;Provincia del Neuquén
Ramón M. Castro;Zapala;Provincia del Neuquén
Zapala ;Zapala;Provincia del Neuquén
Bahía Creek;Adolfo Alsina;Provincia de Río Negro
El Cóndor;Adolfo Alsina;Provincia de Río Negro
El Juncal;Adolfo Alsina;Provincia de Río Negro
Guardia Mitre;Adolfo Alsina;Provincia de Río Negro
La Lobería;Adolfo Alsina;Provincia de Río Negro
Loteo Costa de Río;Adolfo Alsina;Provincia de Río Negro
Pozo Salado ;Adolfo Alsina;Provincia de Río Negro
San Javier;Adolfo Alsina;Provincia de Río Negro
Viedma;Adolfo Alsina;Provincia de Río Negro
Barrio Unión;Avellaneda;Provincia de Río Negro
Chelforó;Avellaneda;Provincia de Río Negro
Chimpay;Avellaneda;Provincia de Río Negro
Choele Choel;Avellaneda;Provincia de Río Negro
Coronel Belisle;Avellaneda;Provincia de Río Negro
Darwin;Avellaneda;Provincia de Río Negro
Lamarque;Avellaneda;Provincia de Río Negro
Luis Beltrán;Avellaneda;Provincia de Río Negro
Pomona;Avellaneda;Provincia de Río Negro
Barrio El Pilar;Bariloche;Provincia de Río Negro
Colonia Suiza;Bariloche;Provincia de Río Negro
El Bolsón;Bariloche;Provincia de Río Negro
El Foyel;Bariloche;Provincia de Río Negro
Río Villegas;Bariloche;Provincia de Río Negro
San Carlos de Bariloche ;Bariloche;Provincia de Río Negro
Villa Campanario ;Bariloche;Provincia de Río Negro
Villa Catedral ;Bariloche;Provincia de Río Negro
Villa Llao Llao;Bariloche;Provincia de Río Negro
Villa Los Coihues;Bariloche;Provincia de Río Negro
Barrio Colonia Conesa;Conesa;Provincia de Río Negro
General Conesa;Conesa;Provincia de Río Negro
Aguada Guzmán;El Cuy;Provincia de Río Negro
Cerro Policía;El Cuy;Provincia de Río Negro
El Cuy;El Cuy;Provincia de Río Negro
Las Perlas;El Cuy;Provincia de Río Negro
Mencué;El Cuy;Provincia de Río Negro
Naupa Huen;El Cuy;Provincia de Río Negro
Paso Córdova;El Cuy;Provincia de Río Negro
Valle Azul;El Cuy;Provincia de Río Negro
Allen;General Roca;Provincia de Río Negro
Bajo San Cayetano;General Roca;Provincia de Río Negro
Barda del Medio;General Roca;Provincia de Río Negro
Barrio Blanco;General Roca;Provincia de Río Negro
Barrio Calle Ciega Nº 10;General Roca;Provincia de Río Negro
Barrio Calle Ciega Nº 6;General Roca;Provincia de Río Negro
Barrio Canale;General Roca;Provincia de Río Negro
Barrio Chacra Monte;General Roca;Provincia de Río Negro
Barrio Costa Este;General Roca;Provincia de Río Negro
Barrio Costa Linda;General Roca;Provincia de Río Negro
Barrio Costa Oeste;General Roca;Provincia de Río Negro
Barrio El Labrador;General Roca;Provincia de Río Negro
Barrio El Maruchito;General Roca;Provincia de Río Negro
Barrio El Petróleo;General Roca;Provincia de Río Negro
Barrio Frontera;General Roca;Provincia de Río Negro
Barrio Guerrico;General Roca;Provincia de Río Negro
Barrio Isla 10;General Roca;Provincia de Río Negro
Barrio La Barda;General Roca;Provincia de Río Negro
Barrio La Costa (Municipio Grl. Roca);General Roca;Provincia de Río Negro
Barrio La Costa (Municipio Igr. Huergo);General Roca;Provincia de Río Negro
Barrio La Defensa;General Roca;Provincia de Río Negro
Barrio La Lor;General Roca;Provincia de Río Negro
Barrio La Ribera - Barrio APYCAR;General Roca;Provincia de Río Negro
Barrio Las Angustias ;General Roca;Provincia de Río Negro
Barrio Mar del Plata;General Roca;Provincia de Río Negro
Barrio María Elvira;General Roca;Provincia de Río Negro
Barrio Mosconi;General Roca;Provincia de Río Negro
Barrio Norte (Municipio de Cinco Saltos);General Roca;Provincia de Río Negro
Barrio Norte (Municipio Dde Cipolletti);General Roca;Provincia de Río Negro
Barrio Pino Azul;General Roca;Provincia de Río Negro
Barrio Porvenir;General Roca;Provincia de Río Negro
Barrio Presidente Perón;General Roca;Provincia de Río Negro
Barrio Puente 83;General Roca;Provincia de Río Negro
Barrio Santa Rita;General Roca;Provincia de Río Negro
Barrio Unión;General Roca;Provincia de Río Negro
Catriel;General Roca;Provincia de Río Negro
Cervantes;General Roca;Provincia de Río Negro
Chichinales;General Roca;Provincia de Río Negro
Cinco Saltos;General Roca;Provincia de Río Negro
Cipolletti;General Roca;Provincia de Río Negro
Contralmirante Cordero ;General Roca;Provincia de Río Negro
Ferri;General Roca;Provincia de Río Negro
General Enrique Godoy;General Roca;Provincia de Río Negro
General Fernández Oro;General Roca;Provincia de Río Negro
General Roca ;General Roca;Provincia de Río Negro
Ingeniero Luis A. Huergo;General Roca;Provincia de Río Negro
Ingeniero Otto Krause;General Roca;Provincia de Río Negro
Mainqué;General Roca;Provincia de Río Negro
Paso Córdova;General Roca;Provincia de Río Negro
Península Ruca Co;General Roca;Provincia de Río Negro
Peñas Blancas;General Roca;Provincia de Río Negro
Sargento Vidal;General Roca;Provincia de Río Negro
Villa Alberdi;General Roca;Provincia de Río Negro
Villa del Parque;General Roca;Provincia de Río Negro
Villa Manzano;General Roca;Provincia de Río Negro
Villa Regina ;General Roca;Provincia de Río Negro
Villa San Isidro;General Roca;Provincia de Río Negro
Comicó;"9 de julio";Provincia de Río Negro
Cona Niyeu;"9 de julio";Provincia de Río Negro
Ministro Ramos Mexía;"9 de julio";Provincia de Río Negro
Prahuaniyeu;"9 de julio";Provincia de Río Negro
Sierra Colorada;"9 de julio";Provincia de Río Negro
Treneta;"9 de julio";Provincia de Río Negro
Yaminué;"9 de julio";Provincia de Río Negro
Las Bayas;Ñorquinco;Provincia de Río Negro
Mamuel Choique;Ñorquinco;Provincia de Río Negro
Ñorquincó;Ñorquinco;Provincia de Río Negro
Ojos de Agua;Ñorquinco;Provincia de Río Negro
Río Chico (Est. Cerro Mesa);Ñorquinco;Provincia de Río Negro
Colonia Juliá y Echarren;Pichi Mahuida;Provincia de Río Negro
Río Colorado;Pichi Mahuida;Provincia de Río Negro
Comallo;Pilcaniyeu;Provincia de Río Negro
Dina Huapi;Pilcaniyeu;Provincia de Río Negro
Laguna Blanca;Pilcaniyeu;Provincia de Río Negro
Ñirihuau;Pilcaniyeu;Provincia de Río Negro
Paso Flores;Pilcaniyeu;Provincia de Río Negro
Pilcaniyeu;Pilcaniyeu;Provincia de Río Negro
Pilquiniyeu del Limay;Pilcaniyeu;Provincia de Río Negro
Villa Llanquín;Pilcaniyeu;Provincia de Río Negro
Las Grutas;San Antonio;Provincia de Río Negro
Playas Doradas;San Antonio;Provincia de Río Negro
Puerto San Antonio Este;San Antonio;Provincia de Río Negro
Punta Colorada;San Antonio;Provincia de Río Negro
San Antonio Oeste;San Antonio;Provincia de Río Negro
Sierra Grande;San Antonio;Provincia de Río Negro
Aguada Cecilio;Valcheta;Provincia de Río Negro
Arroyo Los Berros;Valcheta;Provincia de Río Negro
Arroyo Ventana;Valcheta;Provincia de Río Negro
Nahuel Niyeu;Valcheta;Provincia de Río Negro
Sierra Pailemán;Valcheta;Provincia de Río Negro
Valcheta;Valcheta;Provincia de Río Negro
Aguada de Guerra;"25 de Mayo";Provincia de Río Negro
Clemente Onelli;"25 de Mayo";Provincia de Río Negro
Colan Conhue;"25 de Mayo";Provincia de Río Negro
El Caín;"25 de Mayo";Provincia de Río Negro
Ingeniero Jacobacci;"25 de Mayo";Provincia de Río Negro
Los Menucos;"25 de Mayo";Provincia de Río Negro
Maquinchao;"25 de Mayo";Provincia de Río Negro
Mina Santa Teresita;"25 de Mayo";Provincia de Río Negro
Pilquiniyeu;"25 de Mayo";Provincia de Río Negro
Apolinario Saravia;Anta;Provincia de Salta
Ceibalito;Anta;Provincia de Salta
Centro 25 de Junio;Anta;Provincia de Salta
Coronel Mollinedo;Anta;Provincia de Salta
Coronel Olleros;Anta;Provincia de Salta
El Quebrachal;Anta;Provincia de Salta
Gaona;Anta;Provincia de Salta
General Pizarro;Anta;Provincia de Salta
Joaquín V. González;Anta;Provincia de Salta
Las Lajitas;Anta;Provincia de Salta
Luis Burela;Anta;Provincia de Salta
Macapillo;Anta;Provincia de Salta
Nuestra Señora de Talavera;Anta;Provincia de Salta
Piquete Cabado;Anta;Provincia de Salta
Río del Valle;Anta;Provincia de Salta
Tolloche;Anta;Provincia de Salta
Cachi;Cachi;Provincia de Salta
Payogasta;Cachi;Provincia de Salta
Cafayate;Cafayate;Provincia de Salta
Tolombón;Cafayate;Provincia de Salta
Atocha;Capital;Provincia de Salta
El Tipal y La Almudena;Capital;Provincia de Salta
La Ciénaga y Barrio San Rafael;Capital;Provincia de Salta
Las Costas;Capital;Provincia de Salta
Salta;Capital;Provincia de Salta
Villa San Lorenzo;Capital;Provincia de Salta
Cerrillos ;Cerrillos;Provincia de Salta
La Merced;Cerrillos;Provincia de Salta
San Agustín;Cerrillos;Provincia de Salta
Villa Los Álamos;Cerrillos;Provincia de Salta
Chicoana;Chicoana;Provincia de Salta
El Carril;Chicoana;Provincia de Salta
Campo Santo;General Güemes;Provincia de Salta
Cobos;General Güemes;Provincia de Salta
El Bordo;General Güemes;Provincia de Salta
General Güemes (Est. Güemes);General Güemes;Provincia de Salta
Aguaray;General José de San Martín;Provincia de Salta
Campamento Vespucio ;General José de San Martín;Provincia de Salta
Campichuelo;General José de San Martín;Provincia de Salta
Campo Durán;General José de San Martín;Provincia de Salta
Capiazuti;General José de San Martín;Provincia de Salta
Carboncito;General José de San Martín;Provincia de Salta
Coronel Cornejo;General José de San Martín;Provincia de Salta
Dragones;General José de San Martín;Provincia de Salta
Embarcación;General José de San Martín;Provincia de Salta
General Ballivián;General José de San Martín;Provincia de Salta
General Mosconi (Est. Vespucio);General José de San Martín;Provincia de Salta
Hickman;General José de San Martín;Provincia de Salta
Misión Chaqueña;General José de San Martín;Provincia de Salta
Misión El Cruce - El Milagro - El Jardín de San Martín;General José de San Martín;Provincia de Salta
Misión Kilómetro 6;General José de San Martín;Provincia de Salta
Misión Tierras Fiscales ;General José de San Martín;Provincia de Salta
Pacará;General José de San Martín;Provincia de Salta
Padre Lozano;General José de San Martín;Provincia de Salta
Piquirenda;General José de San Martín;Provincia de Salta
Profesor Salvador Mazza (Est. Pocitos);General José de San Martín;Provincia de Salta
Recaredo;General José de San Martín;Provincia de Salta
Tartagal;General José de San Martín;Provincia de Salta
Tobantirenda;General José de San Martín;Provincia de Salta
Tranquitas;General José de San Martín;Provincia de Salta
Yacuy;General José de San Martín;Provincia de Salta
Guachipas;Guachipas;Provincia de Salta
Iruya;Iruya;Provincia de Salta
Isla de Cañas;Iruya;Provincia de Salta
Pueblo Viejo;Iruya;Provincia de Salta
La Caldera;La Caldera;Provincia de Salta
Vaqueros;La Caldera;Provincia de Salta
El Jardín;La Candelaria;Provincia de Salta
El Tala (Est. Ruiz de los Llanos);La Candelaria;Provincia de Salta
La Candelaria;La Candelaria;Provincia de Salta
Cobres;La Poma;Provincia de Salta
La Poma;La Poma;Provincia de Salta
Ampascachi;La Viña;Provincia de Salta
Cabra Corral;La Viña;Provincia de Salta
Coronel Moldes;La Viña;Provincia de Salta
La Viña;La Viña;Provincia de Salta
Talapampa;La Viña;Provincia de Salta
Olacapato;Los Andes;Provincia de Salta
San Antonio de los Cobres;Los Andes;Provincia de Salta
Santa Rosa de los Pastos Grandes;Los Andes;Provincia de Salta
Tolar Grande;Los Andes;Provincia de Salta
El Galpón (Est. Foguista J. F. Juárez);Metán;Provincia de Salta
El Tunal;Metán;Provincia de Salta
Lumbreras;Metán;Provincia de Salta
San José de Metán (Est. Metán);Metán;Provincia de Salta
Metán Viejo;Metán;Provincia de Salta
Presa El Tunal;Metán;Provincia de Salta
Río Piedras;Metán;Provincia de Salta
San José de Orquera ;Metán;Provincia de Salta
La Puerta;Molinos;Provincia de Salta
Molinos;Molinos;Provincia de Salta
Seclantás;Molinos;Provincia de Salta
Aguas Blancas;Orán;Provincia de Salta
Colonia Santa Rosa;Orán;Provincia de Salta
El Tabacal ;Orán;Provincia de Salta
Hipólito Yrigoyen (Est. Tabacal);Orán;Provincia de Salta
La Misión;Orán;Provincia de Salta
Pichanal ;Orán;Provincia de Salta
San Ramón de la Nueva Orán (Est. Orán);Orán;Provincia de Salta
Urundel;Orán;Provincia de Salta
Alto de la Sierra;Rivadavia;Provincia de Salta
Capitán Juan Pagé;Rivadavia;Provincia de Salta
Coronel Juan Solá (Est. Morillo);Rivadavia;Provincia de Salta
La Unión;Rivadavia;Provincia de Salta
Los Blancos;Rivadavia;Provincia de Salta
Pluma de Pato;Rivadavia;Provincia de Salta
Rivadavia;Rivadavia;Provincia de Salta
Santa María;Rivadavia;Provincia de Salta
Santa Rosa;Rivadavia;Provincia de Salta
Santa Victoria Este;Rivadavia;Provincia de Salta
Antillá;Rosario de la Frontera;Provincia de Salta
Copo Quile;Rosario de la Frontera;Provincia de Salta
El Naranjo;Rosario de la Frontera;Provincia de Salta
El Potrero (Apeadero Cochabamba) ;Rosario de la Frontera;Provincia de Salta
Rosario de la Frontera;Rosario de la Frontera;Provincia de Salta
San Felipe;Rosario de la Frontera;Provincia de Salta
Campo Quijano;Rosario de Lerma;Provincia de Salta
La Silleta;Rosario de Lerma;Provincia de Salta
Rosario de Lerma;Rosario de Lerma;Provincia de Salta
Angastaco;San Carlos;Provincia de Salta
Animaná;San Carlos;Provincia de Salta
El Barrial;San Carlos;Provincia de Salta
San Carlos;San Carlos;Provincia de Salta
Acoyte;Santa Victoria;Provincia de Salta
Campo La Cruz;Santa Victoria;Provincia de Salta
Los Toldos;Santa Victoria;Provincia de Salta
Nazareno;Santa Victoria;Provincia de Salta
Poscaya;Santa Victoria;Provincia de Salta
San Marcos;Santa Victoria;Provincia de Salta
Santa Victoria;Santa Victoria;Provincia de Salta
El Rincón;Albardón;Provincia de San Juan
Villa General San Martín - Campo Afuera;Albardón;Provincia de San Juan
Las Tapias;Angaco;Provincia de San Juan
Villa El Salvador - Villa Sefair;Angaco;Provincia de San Juan
Barreal  - Villa Pituil;Calingasta;Provincia de San Juan
Calingasta ;Calingasta;Provincia de San Juan
Tamberías;Calingasta;Provincia de San Juan
San Juan;Capital;Provincia de San Juan
Bermejo;Caucete;Provincia de San Juan
Caucete ;Caucete;Provincia de San Juan
El Rincón;Caucete;Provincia de San Juan
Las Talas - Los Médanos ;Caucete;Provincia de San Juan
Marayes;Caucete;Provincia de San Juan
Pie de Palo;Caucete;Provincia de San Juan
Vallecito;Caucete;Provincia de San Juan
Villa Independencia;Caucete;Provincia de San Juan
Chimbas;Chimbas;Provincia de San Juan
Angualasto;Iglesia;Provincia de San Juan
Bella Vista;Iglesia;Provincia de San Juan
Iglesia;Iglesia;Provincia de San Juan
Las Flores;Iglesia;Provincia de San Juan
Pismanta;Iglesia;Provincia de San Juan
Rodeo ;Iglesia;Provincia de San Juan
Tudcum;Iglesia;Provincia de San Juan
El Médano;Jáchal;Provincia de San Juan
Gran China;Jáchal;Provincia de San Juan
Huaco;Jáchal;Provincia de San Juan
Mogna;Jáchal;Provincia de San Juan
Niquivil;Jáchal;Provincia de San Juan
Pampa Vieja;Jáchal;Provincia de San Juan
San Isidro;Jáchal;Provincia de San Juan
San José de Jáchal;Jáchal;Provincia de San Juan
Tamberías;Jáchal;Provincia de San Juan
Villa Malvinas Argentinas;Jáchal;Provincia de San Juan
Villa Mercedes;Jáchal;Provincia de San Juan
Alto de Sierra;"9 de Julio";Provincia de San Juan
Colonia Fiorito;"9 de Julio";Provincia de San Juan
Las Chacritas;"9 de Julio";Provincia de San Juan
"9 de Julio ";"9 de Julio";Provincia de San Juan
Barrio Ruta 40;Pocito;Provincia de San Juan
Carpintería;Pocito;Provincia de San Juan
